State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
PLATEAU,SHENDAM,31160087s,"GOVERNMENT SECONDARY SCHOOL KURUNGWAN.LAZAI","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-NORTH,31050534S,"GOVERNMENT SECONDARY SCHOOL KUWURI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,QUAANPAN,31140042,"GOVERNMENT SECONDARY SCHOOL KWA","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KWALI,37050358,"GOVERNMENT SECONDARY SCHOOL KWAITA","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,KUJE,37040757,"GOVERNMENT SECONDARY SCHOOL KWAKU","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KWALI,37050274,"GOVERNMENT SECONDARY SCHOOL KWALI","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,QUAANPAN,31140043p,"GOVERNMENT SECONDARY SCHOOL KWANDE","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,QUAANPAN,31140044P,"GOVERNMENT SECONDARY SCHOOL KWANG","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-SOUTH,31060474S,"GOVERNMENT SECONDARY SCHOOL KWATA ZAWAN","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-SOUTH,31060456s,"GOVERNMENT SECONDARY SCHOOL KWATA ZAWAN","Senior Secondary",PUBLIC,"JSS AND SSS"
BORNO,"KWAYA KUSAR                   ",1081830001,"GOVERNMENT SECONDARY SCHOOL KWAYA KUSAR                                                             ","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050219S,"GOVERNMENT SECONDARY SCHOOL LAMINGO","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,QUAANPAN,31140045P,"GOVERNMENT SECONDARY SCHOOL LANGKAKU","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,PANKSHIN,31130113s,"GOVERNMENT SECONDARY SCHOOL LANGUNG","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130333S,"GOVERNMENT SECONDARY SCHOOL LANGUNG","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130316s,"GOVERNMENT SECONDARY SCHOOL LONGKAT","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130334S,"GOVERNMENT SECONDARY SCHOOL LONGKAT","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37064146,"GOVERNMENT SECONDARY SCHOOL LUGBE","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,AMAC,37062143,"GOVERNMENT SECONDARY SCHOOL MABUCHI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,WAMBA,25130022S,"GOVERNMENT SECONDARY SCHOOL MAMA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010250s,"GOVERNMENT SECONDARY SCHOOL MARIT","Senior Secondary",PUBLIC,"SSS ONLY"
BAUCHI,JAMA'ARE,1051130003,"GOVERNMENT SECONDARY SCHOOL MARRIED WOMEN JAMA'ARE","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BARKIN-LADI,31010080s,"GOVERNMENT SECONDARY SCHOOL MAZAT","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BARKIN-LADI,31010063s,"GOVERNMENT SECONDARY SCHOOL MAZAT","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010081s,"GOVERNMENT SECONDARY SCHOOL MAZAT","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,QUAANPAN,31140046p,"GOVERNMENT SECONDARY SCHOOL MIKET","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,BWARI,37021314,"GOVERNMENT SECONDARY SCHOOL MPAPE","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,ABAJI,37010144,"GOVERNMENT SECONDARY SCHOOL NAHARATI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,QUAANPAN,31140047P,"GOVERNMENT SECONDARY SCHOOL NAMU","Senior Secondary",PUBLIC,"JSS AND SSS"
NIGER,"BORGU                         ",2704040161,"GOVERNMENT SECONDARY SCHOOL NASSARAWA GUFFANTI","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,SHENDAM,31160089s,"GOVERNMENT SECONDARY SCHOOL NGOOT-TUGUUT","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37062144,"GOVERNMENT SECONDARY SCHOOL NYANYA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,YENAGOA,6082195,"GOVERNMENT SECONDARY SCHOOL OBOGORO","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,KOLOKUMA/OPOKUMA,6030107,"GOVERNMENT SECONDARY SCHOOL ODI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050243,"GOVERNMENT SECONDARY SCHOOL OGBIA TOWN .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,IGALAMELA/ODOLU,22080345,"GOVERNMENT SECONDARY SCHOOL OKENYA","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,GWAGWALADA,37030638,"GOVERNMENT SECONDARY SCHOOL OLD KUTUNKU HAJJ CAMP GWAGWALADA","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,DEKINA,22050490,"GOVERNMENT SECONDARY SCHOOL OLOWA","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,GWAGWALADA,37030640,"GOVERNMENT SECONDARY SCHOOL PAIKON KORE","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,ABAJI,37010146,"GOVERNMENT SECONDARY SCHOOL PANDAGI","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,AMAC,37062146,"GOVERNMENT SECONDARY SCHOOL PYAKASA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BOKKOS,31030328s,"GOVERNMENT SECONDARY SCHOOL RICHA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BOKKOS,31030086S,"GOVERNMENT SECONDARY SCHOOL RICHA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010083s,"GOVERNMENT SECONDARY SCHOOL ROPP","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050241,"GOVERNMENT SECONDARY SCHOOL ROT NORONG","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-NORTH,31050535s,"GOVERNMENT SECONDARY SCHOOL ROT NORONG","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KUJE,37040407,"GOVERNMENT SECONDARY SCHOOL RUBOCHI","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,QUAANPAN,31140049s,"GOVERNMENT SECONDARY SCHOOL SABON GIDA","Senior Secondary",PUBLIC,"SSS ONLY"
BAUCHI,DARAZO,1050530004,"GOVERNMENT SECONDARY SCHOOL SADE","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-EAST,31040062S,"GOVERNMENT SECONDARY SCHOOL SHERE","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,BWARI,37021316,"GOVERNMENT SECONDARY SCHOOL SHERE","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BARKIN-LADI,31010084,"GOVERNMENT SECONDARY SCHOOL SHO","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,AJAOKUTA,22020245,"GOVERNMENT SECONDARY SCHOOL STEEL CITY AJAOKUTA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BOKKOS,31030329s,"GOVERNMENT SECONDARY SCHOOL TARANGOL","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,TORO,1051830010,"GOVERNMENT SECONDARY SCHOOL TORO","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SAGBAMA,6060201,"GOVERNMENT SECONDARY SCHOOL TORU-EBENI .","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050242S,"GOVERNMENT SECONDARY SCHOOL TUDUN WADA JOS","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050226S,"GOVERNMENT SECONDARY SCHOOL TUDUN WADA JOS","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KUJE,37040408,"GOVERNMENT SECONDARY SCHOOL TUKPECHI","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37062147,"GOVERNMENT SECONDARY SCHOOL TUNDUN-WADA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010085,"GOVERNMENT SECONDARY SCHOOL TUSUNG","Senior Secondary",PUBLIC,"SSS ONLY"
BAUCHI,GAMAWA,1050730003,"GOVERNMENT SECONDARY SCHOOL UDUBO","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KUJE,37040409,"GOVERNMENT SECONDARY SCHOOL UKYA","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,BWARI,37021317,"GOVERNMENT SECONDARY SCHOOL USHAFA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-NORTH,31050220s,"GOVERNMENT SECONDARY SCHOOL UTAN","Senior Secondary",PUBLIC,"JSS AND SSS"
BORNO,"BIU                           ",1080530003,"GOVERNMENT SECONDARY SCHOOL WAKA BIU                                                                ","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37062148,"GOVERNMENT SECONDARY SCHOOL WUSE","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,AMAC,37064149,"GOVERNMENT SECONDARY SCHOOL WUYE","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,ABAJI,37010147,"GOVERNMENT SECONDARY SCHOOL YABA","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,KWALI,37050276,"GOVERNMENT SECONDARY SCHOOL YANGOJI","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,KWALI,37050277,"GOVERNMENT SECONDARY SCHOOL YEBU","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050221s,"GOVERNMENT SECONDARY SCHOOL YELWA ZANGAM","Senior Secondary",PUBLIC,"SSS ONLY"
FCT,GWAGWALADA,37031154,"GOVERNMENT SECONDARY SCHOOL ZUBA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,MANGU,31110577S,"GOVERNMENT SECONDARY SCHOOL, A/WEST","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110224S,"GOVERNMENT SECONDARY SCHOOL, ABAAGU","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,PANKSHIN,31130099s,"GOVERNMENT SECONDARY SCHOOL, ABWOR DYIS","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130335S,"GOVERNMENT SECONDARY SCHOOL, ABWOR DYIS","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,TOTO,25120180S,"GOVERNMENT SECONDARY SCHOOL, ADADU","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,OBI,25110225s,"GOVERNMENT SECONDARY SCHOOL, ADEVI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080836,"GOVERNMENT SECONDARY SCHOOL, ADOGI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,OBI,25110241S,"GOVERNMENT SECONDARY SCHOOL, ADUDU ","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090334S,"GOVERNMENT SECONDARY SCHOOL, AGAM","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KEANA,25050024S,"GOVERNMENT SECONDARY SCHOOL, AGAZA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080609S,"GOVERNMENT SECONDARY SCHOOL, AGBA-LAFIA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030194S,"GOVERNMENT SECONDARY SCHOOL, AGBASHI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080610S,"GOVERNMENT SECONDARY SCHOOL, AGBOLAGU-WAYO","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110226s,"GOVERNMENT SECONDARY SCHOOL, AGON","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090408S,"GOVERNMENT SECONDARY SCHOOL, AGUBA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KOKONA,25070072s,"GOVERNMENT SECONDARY SCHOOL, AGWADA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AKWANGA,25010078s,"GOVERNMENT SECONDARY SCHOOL, AGYAGA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080611S,"GOVERNMENT SECONDARY SCHOOL, AGYARAGU","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,DOMA,25030195S,"GOVERNMENT SECONDARY SCHOOL, AGYEMA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090335S,"GOVERNMENT SECONDARY SCHOOL, AISA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090037s,"GOVERNMENT SECONDARY SCHOOL, AJAGA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KOKONA,25070073S,"GOVERNMENT SECONDARY SCHOOL, AJUYE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110228S,"GOVERNMENT SECONDARY SCHOOL, AKANGA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030196S,"GOVERNMENT SECONDARY SCHOOL, AKPANAJA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110229s,"GOVERNMENT SECONDARY SCHOOL, AKUNZA MIGILI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080612S,"GOVERNMENT SECONDARY SCHOOL, AKURA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080613S,"GOVERNMENT SECONDARY SCHOOL, AKURBA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AKWANGA,25010079s,"GOVERNMENT SECONDARY SCHOOL, AKWANGA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AKWANGA,25010080s,"GOVERNMENT SECONDARY SCHOOL, AKWANGA NORTH","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KARU,25041368s,"GOVERNMENT SECONDARY SCHOOL, AKWAP","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030044S,"GOVERNMENT SECONDARY SCHOOL, ALAGYE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080614S,"GOVERNMENT SECONDARY SCHOOL, ALAWAGANA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,"Nasarawa Eggon",25100079S,"Government Secondary School, Alhamis Ezzen","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA-EGGON,25100250s,"GOVERNMENT SECONDARY SCHOOL, ALOCE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KEANA,25050115s,"GOVERNMENT SECONDARY SCHOOL, ALOSHI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,KOKONA,25070258S,"GOVERNMENT SECONDARY SCHOOL, AMBA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,KANKE,31080093,"GOVERNMENT SECONDARY SCHOOL, AMPANG EAST","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AKWANGA,25010082s,"GOVERNMENT SECONDARY SCHOOL, ANCHO 'B'","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,AKWANGA,25010083s,"GOVERNMENT SECONDARY SCHOOL, ANDAHA NORTH","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KARU,25040458S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN AYABA","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,KOKONA,25070062S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN JARMAI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KOKONA,25070063S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN MAYO","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AKWANGA,25010088S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN PAH","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KOKONA,25070074S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN WAJE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080616S,"GOVERNMENT SECONDARY SCHOOL, ANGWAN WAJEN LALLE","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,KOKONA,25070075s,"GOVERNMENT SECONDARY SCHOOL, APAWU","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090337S,"GOVERNMENT SECONDARY SCHOOL, APAWU KURI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,NASARAWA,25090338S,"GOVERNMENT SECONDARY SCHOOL, APURA-OGBA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA,25090339S,"GOVERNMENT SECONDARY SCHOOL, ARA","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080617S,"GOVERNMENT SECONDARY SCHOOL, ARIDI RCM","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080618S,"GOVERNMENT SECONDARY SCHOOL, ARIKYA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KEFFI,25060255S,"GOVERNMENT SECONDARY SCHOOL, ARMY BARRACKS KEFFI","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130336s,"GOVERNMENT SECONDARY SCHOOL, ASA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130100s,"GOVERNMENT SECONDARY SCHOOL, ASA","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080619S,"GOVERNMENT SECONDARY SCHOOL, ASHIGE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110230S,"GOVERNMENT SECONDARY SCHOOL, ASHUPE","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080620S,"GOVERNMENT SECONDARY SCHOOL, ASSAKIO","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,AWE,25020025S,"GOVERNMENT SECONDARY SCHOOL, AWE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080621S,"GOVERNMENT SECONDARY SCHOOL, AWONGE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,Nasarawa,25090161s,"Government Secondary School, Ayele Iggah","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,AWE,25020026S,"GOVERNMENT SECONDARY SCHOOL, AZARA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080622S,"GOVERNMENT SECONDARY SCHOOL, AZUBA CENTRE","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,QUAANPAN,31140050P,"GOVERNMENT SECONDARY SCHOOL, B/CIYAWA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BOKKOS,31030056s,"GOVERNMENT SECONDARY SCHOOL, B/KAMPANI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,RIYOM,31150168,"GOVERNMENT SECONDARY SCHOOL, BACHI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KARU,25041371S,"GOVERNMENT SECONDARY SCHOOL, BAGAJI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KARU,25040441s,"GOVERNMENT SECONDARY SCHOOL, BAKIN ADO","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080623S,"GOVERNMENT SECONDARY SCHOOL, BAKIN-RIJIYA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA-EGGON,25100082S,"GOVERNMENT SECONDARY SCHOOL, BAKYANO","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,KANAM,31070092S,"GOVERNMENT SECONDARY SCHOOL, BANKILONG","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080624S,"GOVERNMENT SECONDARY SCHOOL, BARKIN ABDULLAHI (BAD)","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010087s,"GOVERNMENT SECONDARY SCHOOL, BARKIN LADI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BARKIN-LADI,31010066s,"GOVERNMENT SECONDARY SCHOOL, BARKIN LADI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,KOKONA,25070259S,"GOVERNMENT SECONDARY SCHOOL, BASSA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130337S,"GOVERNMENT SECONDARY SCHOOL, BET PANKSHIN","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130101s,"GOVERNMENT SECONDARY SCHOOL, BET PANKSHIN","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BASSA,31020260,"GOVERNMENT SECONDARY SCHOOL, BUJI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,RIYOM,31150171,"GOVERNMENT SECONDARY SCHOOL, BUM","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,NASARAWA-EGGON,25100083S,"GOVERNMENT SECONDARY SCHOOL, BURUM BURUM","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030198S,"GOVERNMENT SECONDARY SCHOOL, BURUMBURUM ANAN","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,MANGU,31110578s,"GOVERNMENT SECONDARY SCHOOL, BWAI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,MANGU,31110579s,"GOVERNMENT SECONDARY SCHOOL, BWALBWANG","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,MANGU,31110580S,"GOVERNMENT SECONDARY SCHOOL, CHAKFEM","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,MANGU,31110581S,"GOVERNMENT SECONDARY SCHOOL, CHANSO","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,WAMBA,25130035S,"GOVERNMENT SECONDARY SCHOOL, CHESSU","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,PANKSHIN,31130114s,"GOVERNMENT SECONDARY SCHOOL, CHIGWONG","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130338s,"GOVERNMENT SECONDARY SCHOOL, CHIGWONG","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,LANGTANG-SOUTH,31100056s,"GOVERNMENT SECONDARY SCHOOL, D/KOWA","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,OBI,25110232s,"GOVERNMENT SECONDARY SCHOOL, DADDERE SOUTH","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,LANGTANG-NORTH,31090067s,"GOVERNMENT SECONDARY SCHOOL, DADUR","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BOKKOS,31030089s,"GOVERNMENT SECONDARY SCHOOL, DAFFO","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BOKKOS,31030058s,"GOVERNMENT SECONDARY SCHOOL, DAFFO","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,MANGU,31110582S,"GOVERNMENT SECONDARY SCHOOL, DAIKA","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,KANAM,31070093S,"GOVERNMENT SECONDARY SCHOOL, DAM - UNGWAN HAKIMI","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,KOKONA,25070065S,"GOVERNMENT SECONDARY SCHOOL, DARI","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,KANKE,31080094,"GOVERNMENT SECONDARY SCHOOL, DAWAKI","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030045s,"GOVERNMENT SECONDARY SCHOOL, DOMA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030200S,"GOVERNMENT SECONDARY SCHOOL, DOMA NORTH","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030041S,"GOVERNMENT SECONDARY SCHOOL, DOROGYA DOMA","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,LANGTANG-SOUTH,31100057s,"GOVERNMENT SECONDARY SCHOOL, DOROWA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010067s,"GOVERNMENT SECONDARY SCHOOL, DOROWA/TSOHO","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-SOUTH,31060156s,"GOVERNMENT SECONDARY SCHOOL, DU","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-SOUTH,31060475S,"GOVERNMENT SECONDARY SCHOOL, DU","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,OBI,25110233S,"GOVERNMENT SECONDARY SCHOOL, DUDUGURU","Senior Secondary",PUBLIC,"SSS ONLY"
Nasarawa,LAFIA,25080626S,"GOVERNMENT SECONDARY SCHOOL, DUNAMA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080724S,"GOVERNMENT SECONDARY SCHOOL, DUNOMA, LAFIA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030040S,"GOVERNMENT SECONDARY SCHOOL, EDIYA","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,DOMA,25030051S,"GOVERNMENT SECONDARY SCHOOL, EFUGOBRINGBO","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080627S,"GOVERNMENT SECONDARY SCHOOL, FADAMA BAUNA","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,LANGTANG-SOUTH,31100058S,"GOVERNMENT SECONDARY SCHOOL, FAJUL","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,BARKIN-LADI,31010089,"GOVERNMENT SECONDARY SCHOOL, FAN LOH","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,BARKIN-LADI,31010068s,"GOVERNMENT SECONDARY SCHOOL, FAN LOH","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,LANGTANG-SOUTH,31100059s,"GOVERNMENT SECONDARY SCHOOL, FAYA","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,JOS-EAST,31040063S,"GOVERNMENT SECONDARY SCHOOL, FEDERE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,LAFIA,25080628S,"GOVERNMENT SECONDARY SCHOOL, FEFERUWA","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,PANKSHIN,31130102s,"GOVERNMENT SECONDARY SCHOOL, FIER","Senior Secondary",PUBLIC,"SSS ONLY"
PLATEAU,PANKSHIN,31130339s,"GOVERNMENT SECONDARY SCHOOL, FIER","Senior Secondary",PUBLIC,"JSS AND SSS"
