State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
LAGOS,IKORODU,24122763,"FIRST MARS COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,AHOADA-WEST,32030135,"FIRST MERIT TWINS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090107,"FIRST OPTION COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32150200,"FIRST OPTION SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BOSSO,26050107,"FIRST OXFORD ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,SAPELE,10170074,"FIRST OXFORD COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32150201,"FIRST PILLAR COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,KADUNA-SOUTH,18100072,"FIRST ROYAL INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ADAMAWA,YOLA-NORTH,2200263,"FIRST STEP PREPARATORY ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IFO,27050230,"FIRST STRING STARS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
CROSS-RIVER,ABI,9010029,"FIRST UNITY ACADEMY AGBARA","Junior Secondary",PRIVATE,"JSS AND SSS"
YOBE,POTISKUM,35140071,"FIRST UNIVERSITY FOUNDATION","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100074,"FIRST ZENITH INTERNATIONAL MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24030770,"FIRST ZION HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039652,"FIRSTARD PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24121651,"FIRSTCITIZENS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24120399,"FIRSTFRUITS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AGEGE,24010831,"FITJOY  ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,AGEGE,24010173,"FITJOY ACADEMY SECONDARY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IFAKO-IJAIYE,24100251,"FITJOY COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KUDAN,18160005,"FITYANUL ISLAM COLLEGE OF ARABIOC AND ISLAMIC STUDIES","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,ATIBA,30030146,"FIVE CROWNS GROUP OF SCHOOLS                                                                        ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24170863,"FIVE STAR COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,NSIT-IBOM,3200035,"FIVE TOWNS COMPREHENSIVE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,"ILORIN WEST",23080193,"FIVE WAYS INTERNATIONAL COLLEGE, AMUDA GOBIR ROAD, ADEWOLE AREA ILORIN","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,AKURE-SOUTH,28060167,"FIWASAYE GIRLS GRAMM SCHOOL, AKURE","Junior Secondary",PUBLIC,"JSS AND SSS"
EKITI,IKOLE,13110077,"FIYINFOLU HIGH SCHOOL, OKE AYEDUN","Junior Secondary",PUBLIC,"JSS AND SSS"
OSUN,OBOKUN,29240029,"FIYINFOLU INTERNATIONAL GROUP OF SCHOOLS,IKINYINWA","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,MUNICIPAL,37062786,"FLASHY GEMS ACADEMY SECONDARY SCHOOL PLOT 982 CADASTRAL ZONE BEHIND BEHIND DULUXE PLAZA KAPWA EXTENSION FHA LUGBE ABUJA","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,IGABI,18040925,"FLAT SOLID FOUNDATION ","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,KADUNA-NORTH,18090147,"FLAVIO ISLAMIC ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25042031,"FLIGHT LIGHT GLOBAL ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KEFFI,25060077,"FLOBAM BRITISH SCHOOL, KEFFI","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32152923,"FLOCK BASE ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32150696,"FLOCK OF CHRIST MONTESSORI SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UVWIE,10220161,"FLOCK OF CHRIST NURSERY/PRIMARY SCHOOL, ENERHEN","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32152470,"FLOFLEX DIVINE MONTESSORI SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32152410,"FLOLIDID WORLD COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,EWEKORO,27040225,"FLOOD GATE SEEDS COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24033130,"FLOR-PEAK SCHOOL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,ANAOCHA,4040054,"FLORA AZIKIWE MODEL COMPREHENSIVE SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
ANAMBRA,AWKA-SOUTH,4060718,"FLORA FIELD COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,"ILORIN SOUTH",23070156,"FLORA JUNIOR COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039224,"FLORAL GOLDEN HERTAGE SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37062972,"FLORAL HOME INTERNATIONAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,FAGGE,19120126,"FLORAL INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
CROSS-RIVER,CALABAR-MUNICIPAL,9080554,"FLORANCE OBI HIGH SCHOOL, CALABAR","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,PORT-HARCOURT,32221232,"FLORASTEVE INTRENATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24170402,"FLOREBEN SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IFAKO-IJAIYE,24100252,"FLORENCE DAY SECONDARY SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OJO,24171773,"FLORENCE HIGHFLYERS","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039130,"FLORENCE INTERNATIONAL ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IKOLE,13110234,"FLORENCE MEMORIAL COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IJEBU-ODE,27090091,"FLORET ACADEMY, IJEBU ODE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24038823,"FLORIEREN PARKLANE  INT. SCH JSS","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,UMUAHIA-NORTH,1150660,"FLORIMAN INTELLECTUAL HEROS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,UMUAHIA-NORTH,1150074,"FLORIMMAN INTELLECUAL HEROES ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OSHODI-ISOLO,24180382,"FLORIN HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OSHODI-ISOLO,24181648,"FLORIN INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AJEROMI-IFELODUN,24021421,"FLORISH SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,CALABAR-SOUTH,9090201,"FLORISHERS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,IBARAPA-NORTH,30130151,"FLORISHLAND COLLEGE  AYETE","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-SOUTH,31060550,"FLORYVILLE CHRISTIAN HIGH SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24030777,"FLOURESCENT COMPREHENSIVE PRIVATE ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020773,"FLOURISH ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,JABA,18060153,"FLOURISH ACADEMY KWOI","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24172949,"FLOURISH ACADEMY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,CHIKUN,18020088,"FLOURISH CHRISTIAN ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,ABEOKUTA-SOUTH,27020544,"FLOURISH COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,IKA-SOUTH,10080177,"FLOURISH COLLEGE AGBOR","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,"ZANGON KATAF",18220450,"FLOURISH FOUNDATION ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37062693,"FLOURISH GARDEN SCHOOLS SECONDARY PLOT 469 CADASTRAL ZONE OFF AIRPORT ROAD LUGBE 1 EXTENSION FCT ABUJA ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24171775,"FLOURISH GODS ASSURANCE NURSERY AND PRIMARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,"ILORIN SOUTH",23070483,"FLOURISH HIGH SCHOOL AKATA GANMO","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,ABA-NORTH,1010625,"FLOURISH INTERNATIONAL SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,ONDO-WEST,28160507,"FLOURISH SECONDARY SCHOOL, ONDO","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,FAGGE,19120584,"FLOURISHING FLOWERS SCHOOLS  SECONDARY ","Junior Secondary",PRIVATE,"JSS AND SSS"
BAYELSA,OGBIA,6050055,"FLOURISHING INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OYIGBO,32210099,"FLOURISHING MISSIONARY ALPHA GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25041749,"FLOURISHING TRINITY ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,IBIONO-IBOM,3100121,"FLOWING GRACE INTERNATIONAL SCHOOL,  IBIAKU IKOT UKPONG","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UDU,10180079,"FLOYD MONTESSORI SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,ABA-SOUTH,1020640,"FLUENT CHILD INTERNATIONAL SCHOOL JSS","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,KOSOFE,24130119,"FLY HIGH COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
GOMBE,AKKO,15010648,"FLYING COLOURS INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OBAFEMI-OWODE,27130261,"FLYING COLOURS SECONDARY SCHOOL, MOWE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IBEJU-LEKKI,24090616,"FLYING EAGLE LEARNING SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,"ILORIN WEST",23080195,"FOCAL POINT COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27050832,"FOCOM COMFORT COLLEGE, AREPO","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100078,"FOCUS ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,ILE-OLUJI-OKEIGBO,28110232,"FOCUS ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24123016,"FOCUS ACADEMY COLLEGE BLOCK 4 UNITY STR OFF JERRY FARM BESIDE PUBLIC WATER ODOGUNYAN IKORODU","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37062795,"FOCUS HIGH SCHOOL ALONG SHARON FILLING STATION OPPOSITE PREMIERE ACADEMY FHA LUGBE ABUJA","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,OLORUNDA,29270229,"FOCUS HIGH SCHOOL,","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,FAGGE,19120128,"FOCUS INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25041855,"FOCUS INTERNATIONAL ACADEMY ANGWAN OGOJA NEW NYANYA","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,SAGAMU,27180641,"FOCUS INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,FUNTUA,20140037,"FOCUS INTERNATIONAL COLLEGE FUNTUA","Junior Secondary",PRIVATE,"JSS AND SSS"
KATSINA,KANKARA,20190043,"FOCUS INTERNATIONAL COLLEGE, KANKARA","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,BORIPE,29060050,"FOCUS ISLAMIC MODEL HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,OSISIOMA,1110470,"FOCUS MODEL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,KUMBOTSO,19250530,"FOCUS SCIENCE ACADEMY","Junior Secondary",PUBLIC,"JSS ONLY"
EKITI,IREPODUN-IFELODUN,13130225,"FOCUSED LIFE INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IREPODUN-IFELODUN,13130068,"FOCUSED LIFE INTERNATIONAL SCHOOLS, IYIN EKITI","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25041873,"FODEH FOUNDATION SCHOOL MASAKA","Junior Secondary",PRIVATE,"JSS ONLY"
SOKOTO,GWADABAWA,33070105,"FODIO INTERNATIONAL NURSERY, PRIMARY AND SECONDARY SCHOOL GWWADABAWA","Junior Secondary",PRIVATE,"JSS ONLY"
SOKOTO,ILLELA,33080026,"FODIO INTERNATIONAL SCHOOLS ILLELA","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,SHENDAM,31160062,"FODIO MEMORIAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KEBBI,BIRNIN-KEBBI,21060111,"FODIYO NURSERY, PRIMARY AND SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
BORNO,JERE,8130063,"FOGOLI Junior Secondary school FOGOLI","Junior Secondary",PUBLIC,"JSS ONLY"
BORNO,JERE,8130384,"FOGOLI JUNIOR SECONDARY SCHOOL FOGOLI","Junior Secondary",PUBLIC,"JSS ONLY"
OGUN,SAGAMU,27181309,"FOLA MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IKOLE,13110232,"FOLA SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24123452,"FOLAB ULTIMATE HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24038123,"FOLABAHAS  ACADEMY  SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,"ILORIN WEST",23080197,"FOLABEX ROYAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,OLORUNDA,29270487,"FOLAGOLD ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IFO,27051712,"FOLAM IDEAL HIGH SCHOOL, DADDY TOWN, YEWANDE, AGBADO","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ABEOKUTA-SOUTH,27020121,"FOLARIN DALLEY INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,IFEDORE,28090051,"FOLAYEMI MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,AGEGE,24010177,"FOLBIM  HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IPOKIA,27120411,"FOLBIM COMPREHENSIVE HIGH SCHOOL, OGOSA, AJEGUNLE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090766,"FOLBOL COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039555,"FOLDEMI PRIVATE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37060155,"FOLIAGE ACADEMY SECONDARY SECTION PLOT 990 CRD AMAC LAYOUT BEHIND LUGBE PLAZA LUGBE ABUJA","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24036240,"FOLINPEC GROUP PF SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IKWO,11070132,"FOLK TECHNICAL COLLEGE, IKWO","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ODO-OTIN,29250050,"FOLORUNSO MEMORIAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,OFFA,23130071,"FOLORUNSO MEMORIAL COLLEGE, OFFA","Junior Secondary",PRIVATE,"JSS ONLY"
KOGI,YAGBA-EAST,22200042,"FOLU INT. MODEL COLLEGE, ISANLU","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,ASA,23010095,"FOLULAMY VICTORY COLLEGE,EYENKORIN","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,KADUNA-SOUTH,18100483,"FOLUSHO VICTORY SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
ADAMAWA,YOLA-SOUTH,2210068,"FOMBINA ROYAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
BAUCHI,KATAGUN,5120283,"FOMWAN ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,ODO-OTIN,29250053,"FOMWAN COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IFELODUN,29140280,"FOMWAN COMPREHENSIVE HIGH SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,IFELODUN,23050173,"FOMWAN COMPRENSIVE COLLEGE (JUNIOR SECONDARY SCHOOL) OKE ODE","Junior Secondary",PUBLIC,"JSS ONLY"
KOGI,LOKOJA,22120108,"FOMWAN GROUP OF SCHOOL.","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,BORIPE,29060184,"FOMWAN HIGH  SCHOOL ","Junior Secondary",PUBLIC,"JSS ONLY"
ONDO,OKITIPUPA,28140470,"FOMWAN INTELLECTUAL SECONDARY SCHOOL OKITIPUPA","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37063494,"FOMWAN JSS","Junior Secondary",PRIVATE,"JSS AND SSS"
GOMBE,DUKKU,15040054,"FOMWAN JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
BAUCHI,BAUCHI,5020188,"FOMWAN MODEL ISLAMIC SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
BAUCHI,DASS,5060160,"FOMWAN MODEL JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050898,"FOMWAN PRIVATE SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
SOKOTO,SOKOTO-SOUTH,33170044,"FOMWAN SCHOOLS, SOKOTO","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ODO-OTIN,29250057,"FOMWAN SECONDARY SCHOOL, OYAN","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,SAPELE,10170077,"FOMWAN SECONDARY SCHOOL, SAPELE","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,NSIT-UBIUM,3210135,"FONCYL HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,ADO-EKITI,13010384,"FONOP ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031750,"FONS GLORY SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32150697,"FONSA DIVINE FAVOUR ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
BAYELSA,YENEGOA,6080238,"FONT P3 INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020566,"FOOTHOLD ACADEMY HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,MUNICIPAL,37060154,"FOOTPRINTS SCHOOL, GWARINPA , ABUJA","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37060159,"FOOTPRINTS SCHOOL, GWARINPA, ABUJA","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,OSISIOMA,1111112,"FOOTSTEP INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,BURUTU,10040090,"FORCADOS SECONDARY SCHOOL ","Junior Secondary",PUBLIC,"JSS AND SSS"
CROSS-RIVER,YALA,9180112,"FORD BAPTIST ACADEMY OKUKU","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UDU,10180081,"FORD SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24122680,"FOREAL DYNAMIC COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030264,"FOREFRONT ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24030791,"FORELAND SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24038664,"FOREMOST COMPREHENSIVE COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,ETIM-EKPO,3060123,"FORESIGHT COMPREHENSIVE COLLEGE, INEN IKOT OKPO","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,EDE-SOUTH,29080092,"FORESIGHT HIGH SCHOOL, EDE","Junior Secondary",PRIVATE,"JSS AND SSS"
AKWA-IBOM,IKOT-EKPENE,3140162,"FORESIGHT INTERNATIONAL ACADEMY, 198 ABA ROAD","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,AKINYELE,30020317,"FORESIGHT INTERNATIONALSCHOOL, MONIYA                                                               ","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,CHIKUN,18020786,"FORESIGHT MODEL ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,IKOM,9110067,"FORESIGHT SECONDARY SCHOOL, IKOM","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,ENUGU-EAST,14030678,"FORHAM SECONDARY SEC ENUGU","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,TAI,32230167,"FORMIDABLE FUTURE ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060052,"FORMWAN ISLAMIC SCHOOL, MINNA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037914,"FORNAVID COMPREHENSIVE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,ABA-SOUTH,1020085,"FORPEN MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AMUWO-ODOFIN,24040162,"FORSIGHT SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,IDEMILI-NORTH,4100205,"FORT FOUNDATION SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,TAFA,26240081,"FORT KARRY GIFTED ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,KUJE,37040036,"FORTE GLORIOUS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
SOKOTO,SOKOTO-SOUTH,33170173,"FORTH INTERNATIONAL SCHOOLS ","Junior Secondary",PRIVATE,"JSS AND SSS"
KOGI,LOKOJA,22120703,"FORTHRIGHT ACADEMY SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,MUSHIN,24160548,"FORTLAND PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,GWAGWALADA,37030094,"FORTRESS BRIDGE INTEGRATED MODEL SCHOOL JSS","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,IDO,30140322,"FORTRESS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25041672,"FORTRESS INTERNATIONAL ACADEMY, UKE","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,ADO-EKITI,13011372,"FORTRESS INTERNATIONAL COLLEGE AFAO ROAD","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,"ILORIN WEST",23080681,"FORTRESS ISLAMIC  ACADEMY  JSS","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IFO,27051020,"FORTRESSVILLE PRIVATE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,"ILORIN WEST",23080594,"FORTUNATE  STANDARD SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,IBADAN-NORTH-EAST,30070242,"FORTUNATE COLLEGE                                                                                   ","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32152868,"FORTUNATE FUTURE INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070187,"FORTUNATE GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,IREPODUN,23090113,"FORTUNATE INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,LAFIA,25080150,"FORTUNATE SECONDARY SCHOOL, LAFIA","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37062898,"FORTUNATE VICTORY PEACE SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,OJU,7170023,"FORTUNE CLASSICAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,AKINYELE,30020319,"FORTUNE COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AMUWO-ODOFIN,24040164,"FORTUNE DAY COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,ODEDA,27140402,"FORTUNE DIVINE HERITAGE SCHOOL, ORILE ILUGUN","Junior Secondary",PRIVATE,"JSS ONLY"
BAYELSA,KOLOKUMA/OPOKUMA,6030038,"FORTUNE FUTURE LEADERS NURSERY &amp; PRIMARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ILAJE,28100061,"FORTUNE GATE COLLEGE IGBOKODA","Junior Secondary",PRIVATE,"JSS AND SSS"
